COD_DPTO,NOM_DPTO,COD_MPIO,NOM_MPIO,TIPO,LATITUD,LONGITUD,Geo Municipio
5,ANTIOQUIA,5107,BRICEÑO,Municipio,7.111788462,-75.56223474,POINT (-75.56223474 7.111788462)
5,ANTIOQUIA,5113,BURITICÁ,Municipio,6.80906489,-75.91206595,POINT (-75.91206595 6.80906489)
5,ANTIOQUIA,5120,CÁCERES,Municipio,7.665155105,-75.22369744,POINT (-75.22369744 7.665155105)
5,ANTIOQUIA,5125,CAICEDO,Municipio,6.423463639,-75.99351498,POINT (-75.99351498 6.423463639)
5,ANTIOQUIA,5129,CALDAS,Municipio,6.054446841,-75.62642674,POINT (-75.62642674 6.054446841)
5,ANTIOQUIA,5134,CAMPAMENTO,Municipio,7.036017478,-75.28766178,POINT (-75.28766178 7.036017478)
5,ANTIOQUIA,5138,CAÑASGORDAS,Municipio,6.814950023,-76.02689632,POINT (-76.02689632 6.814950023)
5,ANTIOQUIA,5142,CARACOLÍ,Municipio,6.33797388,-74.73354817,POINT (-74.73354817 6.33797388)
5,ANTIOQUIA,5145,CARAMANTA,Municipio,5.555275296,-75.63082096,POINT (-75.63082096 5.555275296)
5,ANTIOQUIA,5147,CAREPA,Municipio,7.757967437,-76.64374657,POINT (-76.64374657 7.757967437)
5,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,Municipio,5.978078841,-75.2635361,POINT (-75.2635361 5.978078841)
5,ANTIOQUIA,5150,CAROLINA,Municipio,6.754821442,-75.30590654,POINT (-75.30590654 6.754821442)
5,ANTIOQUIA,5154,CAUCASIA,Municipio,7.867941792,-75.03501824,POINT (-75.03501824 7.867941792)
5,ANTIOQUIA,5172,CHIGORODÓ,Municipio,7.631665644,-76.63964213,POINT (-76.63964213 7.631665644)
5,ANTIOQUIA,5190,CISNEROS,Municipio,6.550065431,-75.08254116,POINT (-75.08254116 6.550065431)
5,ANTIOQUIA,5197,COCORNÁ,Municipio,6.005593074,-75.16015403,POINT (-75.16015403 6.005593074)
5,ANTIOQUIA,5206,CONCEPCIÓN,Municipio,6.376106187,-75.21785901,POINT (-75.21785901 6.376106187)
5,ANTIOQUIA,5209,CONCORDIA,Municipio,6.057468678,-75.90014678,POINT (-75.90014678 6.057468678)
5,ANTIOQUIA,5212,COPACABANA,Municipio,6.351882893,-75.50075633,POINT (-75.50075633 6.351882893)
5,ANTIOQUIA,5234,DABEIBA,Municipio,6.992243782,-76.31426328,POINT (-76.31426328 6.992243782)
5,ANTIOQUIA,5237,DONMATÍAS,Municipio,6.492403905,-75.42227687,POINT (-75.42227687 6.492403905)
5,ANTIOQUIA,5240,EBÉJICO,Municipio,6.326444922,-75.78331175,POINT (-75.78331175 6.326444922)
5,ANTIOQUIA,5250,EL BAGRE,Municipio,7.704633351,-74.66427726,POINT (-74.66427726 7.704633351)
5,ANTIOQUIA,5264,ENTRERRÍOS,Municipio,6.594656004,-75.55913083,POINT (-75.55913083 6.594656004)
5,ANTIOQUIA,5266,ENVIGADO,Municipio,6.154394922,-75.54686779,POINT (-75.54686779 6.154394922)
5,ANTIOQUIA,5282,FREDONIA,Municipio,5.887702934,-75.67926242,POINT (-75.67926242 5.887702934)
5,ANTIOQUIA,5284,FRONTINO,Municipio,6.691364773,-76.33199656,POINT (-76.33199656 6.691364773)
5,ANTIOQUIA,5306,GIRALDO,Municipio,6.663095863,-75.94804663,POINT (-75.94804663 6.663095863)
5,ANTIOQUIA,5308,GIRARDOTA,Municipio,6.379745895,-75.44795744,POINT (-75.44795744 6.379745895)
5,ANTIOQUIA,5310,GÓMEZ PLATA,Municipio,6.709562839,-75.19270291,POINT (-75.19270291 6.709562839)
5,ANTIOQUIA,5313,GRANADA,Municipio,6.123380721,-75.12763646,POINT (-75.12763646 6.123380721)
5,ANTIOQUIA,5315,GUADALUPE,Municipio,6.861576325,-75.22591303,POINT (-75.22591303 6.861576325)
5,ANTIOQUIA,5318,GUARNE,Municipio,6.266625703,-75.43730801,POINT (-75.43730801 6.266625703)
5,ANTIOQUIA,5321,GUATAPÉ,Municipio,6.236329826,-75.15651272,POINT (-75.15651272 6.236329826)
5,ANTIOQUIA,5347,HELICONIA,Municipio,6.214511788,-75.74971002,POINT (-75.74971002 6.214511788)
5,ANTIOQUIA,5353,HISPANIA,Municipio,5.797039002,-75.90669203,POINT (-75.90669203 5.797039002)
5,ANTIOQUIA,5360,ITAGÜÍ,Municipio,6.179279438,-75.6142037,POINT (-75.6142037 6.179279438)
5,ANTIOQUIA,5361,ITUANGO,Municipio,7.341549718,-75.67842277,POINT (-75.67842277 7.341549718)
5,ANTIOQUIA,5364,JARDÍN,Municipio,5.574444339,-75.81842575,POINT (-75.81842575 5.574444339)
5,ANTIOQUIA,5368,JERICÓ,Municipio,5.769820536,-75.76488256,POINT (-75.76488256 5.769820536)
5,ANTIOQUIA,5376,LA CEJA,Municipio,5.992524843,-75.43086935,POINT (-75.43086935 5.992524843)
5,ANTIOQUIA,5380,LA ESTRELLA,Municipio,6.137595883,-75.64895499,POINT (-75.64895499 6.137595883)
5,ANTIOQUIA,5390,LA PINTADA,Municipio,5.746583958,-75.60220206,POINT (-75.60220206 5.746583958)
5,ANTIOQUIA,5400,LA UNIÓN,Municipio,5.940434685,-75.35429023,POINT (-75.35429023 5.940434685)
5,ANTIOQUIA,5411,LIBORINA,Municipio,6.723990935,-75.78300046,POINT (-75.78300046 6.723990935)
5,ANTIOQUIA,5425,MACEO,Municipio,6.534573585,-74.71410854,POINT (-74.71410854 6.534573585)
5,ANTIOQUIA,5440,MARINILLA,Municipio,6.18520515,-75.30487933,POINT (-75.30487933 6.18520515)
5,ANTIOQUIA,5467,MONTEBELLO,Municipio,5.916853903,-75.51972693,POINT (-75.51972693 5.916853903)
5,ANTIOQUIA,5475,MURINDÓ,Municipio,6.828773855,-76.70861349,POINT (-76.70861349 6.828773855)
5,ANTIOQUIA,5480,MUTATÁ,Municipio,7.329557848,-76.4630657,POINT (-76.4630657 7.329557848)
5,ANTIOQUIA,5483,NARIÑO,Municipio,5.581275312,-75.19457019,POINT (-75.19457019 5.581275312)
5,ANTIOQUIA,5490,NECOCLÍ,Municipio,8.493728551,-76.67699588,POINT (-76.67699588 8.493728551)
5,ANTIOQUIA,5495,NECHÍ,Municipio,7.983477394,-74.65844186,POINT (-74.65844186 7.983477394)
5,ANTIOQUIA,5501,OLAYA,Municipio,6.611418083,-75.77567097,POINT (-75.77567097 6.611418083)
5,ANTIOQUIA,5541,PEÑOL,Municipio,6.232396368,-75.22350906,POINT (-75.22350906 6.232396368)
5,ANTIOQUIA,5543,PEQUE,Municipio,7.044180058,-75.88968843,POINT (-75.88968843 7.044180058)
5,ANTIOQUIA,5576,PUEBLORRICO,Municipio,5.80970186,-75.86076667,POINT (-75.86076667 5.80970186)
5,ANTIOQUIA,5579,PUERTO BERRÍO,Municipio,6.481922267,-74.5287421,POINT (-74.5287421 6.481922267)
5,ANTIOQUIA,5585,PUERTO NARE,Municipio,6.126539139,-74.70317722,POINT (-74.70317722 6.126539139)
5,ANTIOQUIA,5591,PUERTO TRIUNFO,Municipio,5.954830151,-74.6861918,POINT (-74.6861918 5.954830151)
5,ANTIOQUIA,5604,REMEDIOS,Municipio,6.997267375,-74.55865652,POINT (-74.55865652 6.997267375)
5,ANTIOQUIA,5607,RETIRO,Municipio,6.053444254,-75.51573805,POINT (-75.51573805 6.053444254)
5,ANTIOQUIA,5615,RIONEGRO,Municipio,6.150785807,-75.41076052,POINT (-75.41076052 6.150785807)
5,ANTIOQUIA,5628,SABANALARGA,Municipio,6.901000506,-75.79222754,POINT (-75.79222754 6.901000506)
5,ANTIOQUIA,5631,SABANETA,Municipio,6.138305183,-75.60880599,POINT (-75.60880599 6.138305183)
5,ANTIOQUIA,5642,SALGAR,Municipio,5.970502334,-75.98137251,POINT (-75.98137251 5.970502334)
5,ANTIOQUIA,5647,SAN ANDRÉS DE CUERQUÍA,Municipio,6.918427233,-75.6657758,POINT (-75.6657758 6.918427233)
5,ANTIOQUIA,5649,SAN CARLOS,Municipio,6.193789659,-74.90732769,POINT (-74.90732769 6.193789659)
5,ANTIOQUIA,5652,SAN FRANCISCO,Municipio,5.840093731,-74.98176334,POINT (-74.98176334 5.840093731)
5,ANTIOQUIA,5656,SAN JERÓNIMO,Municipio,6.438300409,-75.70310727,POINT (-75.70310727 6.438300409)
5,ANTIOQUIA,5658,SAN JOSÉ DE LA MONTAÑA,Municipio,6.823258913,-75.67770826,POINT (-75.67770826 6.823258913)
5,ANTIOQUIA,5659,SAN JUAN DE URABÁ,Municipio,8.707141583,-76.53248234,POINT (-76.53248234 8.707141583)
5,ANTIOQUIA,5660,SAN LUIS,Municipio,6.024205956,-75.0076674,POINT (-75.0076674 6.024205956)
5,ANTIOQUIA,5664,SAN PEDRO DE LOS MILAGROS,Municipio,6.458666308,-75.5624839,POINT (-75.5624839 6.458666308)
5,ANTIOQUIA,5665,SAN PEDRO DE URABÁ,Municipio,8.37915695,-76.31664233,POINT (-76.31664233 8.37915695)
5,ANTIOQUIA,5667,SAN RAFAEL,Municipio,6.31074453,-74.99858652,POINT (-74.99858652 6.31074453)
5,ANTIOQUIA,5670,SAN ROQUE,Municipio,6.466165211,-74.9450732,POINT (-74.9450732 6.466165211)
5,ANTIOQUIA,5674,SAN VICENTE FERRER,Municipio,6.310387522,-75.32740163,POINT (-75.32740163 6.310387522)
5,ANTIOQUIA,5679,SANTA BÁRBARA,Municipio,5.878984956,-75.58330371,POINT (-75.58330371 5.878984956)
5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,Municipio,6.675827825,-75.43814333,POINT (-75.43814333 6.675827825)
5,ANTIOQUIA,5690,SANTO DOMINGO,Municipio,6.481044132,-75.14260097,POINT (-75.14260097 6.481044132)
5,ANTIOQUIA,5697,EL SANTUARIO,Municipio,6.124209495,-75.25212278,POINT (-75.25212278 6.124209495)
5,ANTIOQUIA,5736,SEGOVIA,Municipio,7.26692339,-74.62163926,POINT (-74.62163926 7.26692339)
5,ANTIOQUIA,5756,SONSÓN,Municipio,5.826388779,-74.83637623,POINT (-74.83637623 5.826388779)
5,ANTIOQUIA,5761,SOPETRÁN,Municipio,6.520164552,-75.74580903,POINT (-75.74580903 6.520164552)
5,ANTIOQUIA,5789,TÁMESIS,Municipio,5.673758571,-75.70979974,POINT (-75.70979974 5.673758571)
5,ANTIOQUIA,5790,TARAZÁ,Municipio,7.488875998,-75.40189438,POINT (-75.40189438 7.488875998)
5,ANTIOQUIA,5792,TARSO,Municipio,5.871064557,-75.82871144,POINT (-75.82871144 5.871064557)
5,ANTIOQUIA,5809,TITIRIBÍ,Municipio,6.058349971,-75.79966005,POINT (-75.79966005 6.058349971)
5,ANTIOQUIA,5819,TOLEDO,Municipio,7.016397069,-75.71363382,POINT (-75.71363382 7.016397069)
5,ANTIOQUIA,5837,TURBO,Municipio,8.173851745,-76.5740377,POINT (-76.5740377 8.173851745)
5,ANTIOQUIA,5842,URAMITA,Municipio,6.913916924,-76.13318514,POINT (-76.13318514 6.913916924)
5,ANTIOQUIA,5847,URRAO,Municipio,6.33534134,-76.25906482,POINT (-76.25906482 6.33534134)
5,ANTIOQUIA,5854,VALDIVIA,Municipio,7.265404213,-75.40094502,POINT (-75.40094502 7.265404213)
5,ANTIOQUIA,5856,VALPARAÍSO,Municipio,5.651937802,-75.63083412,POINT (-75.63083412 5.651937802)
5,ANTIOQUIA,5858,VEGACHÍ,Municipio,6.836535122,-74.7540302,POINT (-74.7540302 6.836535122)
5,ANTIOQUIA,5861,VENECIA,Municipio,5.956576355,-75.77722423,POINT (-75.77722423 5.956576355)
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,Municipio,6.453351334,-76.69504802,POINT (-76.69504802 6.453351334)
5,ANTIOQUIA,5885,YALÍ,Municipio,6.716870679,-74.75565002,POINT (-74.75565002 6.716870679)
5,ANTIOQUIA,5887,YARUMAL,Municipio,6.9881309,-75.45439957,POINT (-75.45439957 6.9881309)
5,ANTIOQUIA,5890,YOLOMBÓ,Municipio,6.64442786,-75.02990266,POINT (-75.02990266 6.64442786)
5,ANTIOQUIA,5893,YONDÓ,Municipio,6.925159318,-74.15824041,POINT (-74.15824041 6.925159318)
5,ANTIOQUIA,5895,ZARAGOZA,Municipio,7.474004006,-74.85848326,POINT (-74.85848326 7.474004006)
8,ATLÁNTICO,8001,BARRANQUILLA,Municipio,10.98152051,-74.82771544,POINT (-74.82771544 10.98152051)
8,ATLÁNTICO,8078,BARANOA,Municipio,10.79329302,-74.92219491,POINT (-74.92219491 10.79329302)
8,ATLÁNTICO,8137,CAMPO DE LA CRUZ,Municipio,10.38405079,-74.88466039,POINT (-74.88466039 10.38405079)
8,ATLÁNTICO,8141,CANDELARIA,Municipio,10.48902047,-74.87756627,POINT (-74.87756627 10.48902047)
8,ATLÁNTICO,8296,GALAPA,Municipio,10.89771991,-74.88708788,POINT (-74.88708788 10.89771991)
8,ATLÁNTICO,8372,JUAN DE ACOSTA,Municipio,10.82306503,-75.07841904,POINT (-75.07841904 10.82306503)
8,ATLÁNTICO,8421,LURUACO,Municipio,10.63503116,-75.15402741,POINT (-75.15402741 10.63503116)
8,ATLÁNTICO,8433,MALAMBO,Municipio,10.84828864,-74.80617555,POINT (-74.80617555 10.84828864)
8,ATLÁNTICO,8436,MANATÍ,Municipio,10.45414555,-74.98477367,POINT (-74.98477367 10.45414555)
8,ATLÁNTICO,8520,PALMAR DE VARELA,Municipio,10.69481208,-74.7701509,POINT (-74.7701509 10.69481208)
8,ATLÁNTICO,8549,PIOJÓ,Municipio,10.74078959,-75.14366034,POINT (-75.14366034 10.74078959)
8,ATLÁNTICO,8558,POLONUEVO,Municipio,10.76740141,-74.85414844,POINT (-74.85414844 10.76740141)
8,ATLÁNTICO,8560,PONEDERA,Municipio,10.59465102,-74.79847316,POINT (-74.79847316 10.59465102)
8,ATLÁNTICO,8573,PUERTO COLOMBIA,Municipio,11.0044226,-74.9074058,POINT (-74.9074058 11.0044226)
8,ATLÁNTICO,8606,REPELÓN,Municipio,10.50757051,-75.12188053,POINT (-75.12188053 10.50757051)
8,ATLÁNTICO,8634,SABANAGRANDE,Municipio,10.79894015,-74.7687966,POINT (-74.7687966 10.79894015)
8,ATLÁNTICO,8638,SABANALARGA,Municipio,10.62250777,-74.95510542,POINT (-74.95510542 10.62250777)
8,ATLÁNTICO,8675,SANTA LUCÍA,Municipio,10.35364192,-74.96541179,POINT (-74.96541179 10.35364192)
8,ATLÁNTICO,8685,SANTO TOMÁS,Municipio,10.75562656,-74.78726468,POINT (-74.78726468 10.75562656)
8,ATLÁNTICO,8758,SOLEDAD,Municipio,10.9069066,-74.7784249,POINT (-74.7784249 10.9069066)
8,ATLÁNTICO,8770,SUAN,Municipio,10.31085035,-74.90713308,POINT (-74.90713308 10.31085035)
8,ATLÁNTICO,8832,TUBARÁ,Municipio,10.90721938,-74.98423293,POINT (-74.98423293 10.90721938)
8,ATLÁNTICO,8849,USIACURÍ,Municipio,10.74052266,-74.98267413,POINT (-74.98267413 10.74052266)
11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,4.316107698,-74.1810727,POINT (-74.1810727 4.316107698)
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,Municipio,10.46343362,-75.45889915,POINT (-75.45889915 10.46343362)
13,BOLÍVAR,13006,ACHÍ,Municipio,8.622943262,-74.47805945,POINT (-74.47805945 8.622943262)
13,BOLÍVAR,13030,ALTOS DEL ROSARIO,Municipio,8.757468863,-74.19515811,POINT (-74.19515811 8.757468863)
13,BOLÍVAR,13042,ARENAL,Municipio,8.362996158,-74.10301905,POINT (-74.10301905 8.362996158)
13,BOLÍVAR,13052,ARJONA,Municipio,10.16422123,-75.37121788,POINT (-75.37121788 10.16422123)
13,BOLÍVAR,13062,ARROYOHONDO,Municipio,10.24171805,-75.02690422,POINT (-75.02690422 10.24171805)
13,BOLÍVAR,13074,BARRANCO DE LOBA,Municipio,8.837077654,-74.27966531,POINT (-74.27966531 8.837077654)
13,BOLÍVAR,13140,CALAMAR,Municipio,10.15517098,-74.99995949,POINT (-74.99995949 10.15517098)
13,BOLÍVAR,13160,CANTAGALLO,Municipio,7.239229146,-74.10014043,POINT (-74.10014043 7.239229146)
13,BOLÍVAR,13188,CICUCO,Municipio,9.235268598,-74.68840962,POINT (-74.68840962 9.235268598)
13,BOLÍVAR,13212,CÓRDOBA,Municipio,9.540047515,-74.89445635,POINT (-74.89445635 9.540047515)
13,BOLÍVAR,13222,CLEMENCIA,Municipio,10.55663696,-75.31446653,POINT (-75.31446653 10.55663696)
13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,Municipio,9.699819876,-75.15793573,POINT (-75.15793573 9.699819876)
13,BOLÍVAR,13248,EL GUAMO,Municipio,10.03483672,-74.92811072,POINT (-74.92811072 10.03483672)
13,BOLÍVAR,13268,EL PEÑÓN,Municipio,8.864818786,-73.91230147,POINT (-73.91230147 8.864818786)
13,BOLÍVAR,13300,HATILLO DE LOBA,Municipio,8.981717133,-74.09071902,POINT (-74.09071902 8.981717133)
13,BOLÍVAR,13430,MAGANGUÉ,Municipio,9.053135895,-74.70539318,POINT (-74.70539318 9.053135895)
13,BOLÍVAR,13433,MAHATES,Municipio,10.17821391,-75.17978161,POINT (-75.17978161 10.17821391)
13,BOLÍVAR,13440,MARGARITA,Municipio,9.054601889,-74.22584706,POINT (-74.22584706 9.054601889)
13,BOLÍVAR,13442,MARÍA LA BAJA,Municipio,9.976017168,-75.34380265,POINT (-75.34380265 9.976017168)
13,BOLÍVAR,13458,MONTECRISTO,Municipio,8.01710024,-74.46342911,POINT (-74.46342911 8.01710024)
13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,Municipio,9.142512064,-74.54519906,POINT (-74.54519906 9.142512064)
13,BOLÍVAR,13473,MORALES,Municipio,8.253700061,-73.9713459,POINT (-73.9713459 8.253700061)
13,BOLÍVAR,13490,NOROSÍ,Municipio,8.50613476,-74.11588912,POINT (-74.11588912 8.50613476)
13,BOLÍVAR,13549,PINILLOS,Municipio,8.886315511,-74.40888476,POINT (-74.40888476 8.886315511)
13,BOLÍVAR,13580,REGIDOR,Municipio,8.672628558,-73.91450679,POINT (-73.91450679 8.672628558)
13,BOLÍVAR,13600,RÍO VIEJO,Municipio,8.559982465,-73.90298668,POINT (-73.90298668 8.559982465)
13,BOLÍVAR,13620,SAN CRISTÓBAL,Municipio,10.36972087,-75.07333835,POINT (-75.07333835 10.36972087)
13,BOLÍVAR,13647,SAN ESTANISLAO,Municipio,10.36468192,-75.20523487,POINT (-75.20523487 10.36468192)
13,BOLÍVAR,13650,SAN FERNANDO,Municipio,9.081483143,-74.37186647,POINT (-74.37186647 9.081483143)
13,BOLÍVAR,13654,SAN JACINTO,Municipio,9.835362011,-75.10609201,POINT (-75.10609201 9.835362011)
13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,Municipio,8.212463202,-74.75082,POINT (-74.75082 8.212463202)
13,BOLÍVAR,13657,SAN JUAN NEPOMUCENO,Municipio,9.967957823,-75.06571959,POINT (-75.06571959 9.967957823)
13,BOLÍVAR,13667,SAN MARTÍN DE LOBA,Municipio,8.816088444,-74.00599967,POINT (-74.00599967 8.816088444)
13,BOLÍVAR,13670,SAN PABLO,Municipio,7.507922612,-74.10356977000001,POINT (-74.10356977000001 7.507922612)
13,BOLÍVAR,13673,SANTA CATALINA,Municipio,10.64981278,-75.26548463,POINT (-75.26548463 10.64981278)
13,BOLÍVAR,13683,SANTA ROSA,Municipio,10.46920726,-75.36116053,POINT (-75.36116053 10.46920726)
13,BOLÍVAR,13688,SANTA ROSA DEL SUR,Municipio,7.772519173,-74.26272843,POINT (-74.26272843 7.772519173)
13,BOLÍVAR,13744,SIMITÍ,Municipio,7.851315534,-73.98371609,POINT (-73.98371609 7.851315534)
13,BOLÍVAR,13760,SOPLAVIENTO,Municipio,10.33209031,-75.11699226,POINT (-75.11699226 10.33209031)
13,BOLÍVAR,13780,TALAIGUA NUEVO,Municipio,9.269516705,-74.58695233,POINT (-74.58695233 9.269516705)
13,BOLÍVAR,13810,TIQUISIO,Municipio,8.492345176,-74.29676139,POINT (-74.29676139 8.492345176)
13,BOLÍVAR,13836,TURBACO,Municipio,10.35310756,-75.37971541,POINT (-75.37971541 10.35310756)
13,BOLÍVAR,13838,TURBANÁ,Municipio,10.25276929,-75.43270299,POINT (-75.43270299 10.25276929)
13,BOLÍVAR,13873,VILLANUEVA,Municipio,10.4449132,-75.26736275,POINT (-75.26736275 10.4449132)
13,BOLÍVAR,13894,ZAMBRANO,Municipio,9.745147021,-74.88067037,POINT (-74.88067037 9.745147021)
15,BOYACÁ,15001,TUNJA,Municipio,5.518472615,-73.37801856,POINT (-73.37801856 5.518472615)
15,BOYACÁ,15022,ALMEIDA,Municipio,4.954825081,-73.38813425,POINT (-73.38813425 4.954825081)
15,BOYACÁ,15047,AQUITANIA,Municipio,5.437416373,-72.87149471,POINT (-72.87149471 5.437416373)
15,BOYACÁ,15051,ARCABUCO,Municipio,5.73526424,-73.42793109,POINT (-73.42793109 5.73526424)
15,BOYACÁ,15087,BELÉN,Municipio,6.005059265,-72.89369887,POINT (-72.89369887 6.005059265)
15,BOYACÁ,15090,BERBEO,Municipio,5.230936356,-73.12731944,POINT (-73.12731944 5.230936356)
15,BOYACÁ,15092,BETÉITIVA,Municipio,5.920858933,-72.84857876,POINT (-72.84857876 5.920858933)
15,BOYACÁ,15097,BOAVITA,Municipio,6.337515626,-72.62021239,POINT (-72.62021239 6.337515626)
15,BOYACÁ,15104,BOYACÁ,Municipio,5.439856216,-73.38136994,POINT (-73.38136994 5.439856216)
15,BOYACÁ,15106,BRICEÑO,Municipio,5.673229265,-73.92660705,POINT (-73.92660705 5.673229265)
15,BOYACÁ,15109,BUENAVISTA,Municipio,5.489399419,-73.95066255,POINT (-73.95066255 5.489399419)
15,BOYACÁ,15114,BUSBANZÁ,Municipio,5.843483731,-72.87574623,POINT (-72.87574623 5.843483731)
15,BOYACÁ,15131,CALDAS,Municipio,5.575990669,-73.88057508,POINT (-73.88057508 5.575990669)
15,BOYACÁ,15135,CAMPOHERMOSO,Municipio,5.006862536,-73.1446703,POINT (-73.1446703 5.006862536)
15,BOYACÁ,15162,CERINZA,Municipio,5.962013698,-72.96447288,POINT (-72.96447288 5.962013698)
15,BOYACÁ,15172,CHINAVITA,Municipio,5.202971639,-73.34048074,POINT (-73.34048074 5.202971639)
15,BOYACÁ,15176,CHIQUINQUIRÁ,Municipio,5.622488024,-73.80424531,POINT (-73.80424531 5.622488024)
15,BOYACÁ,15180,CHISCAS,Municipio,6.68911806,-72.41795675,POINT (-72.41795675 6.68911806)
15,BOYACÁ,15183,CHITA,Municipio,6.091468485,-72.43903174,POINT (-72.43903174 6.091468485)
15,BOYACÁ,15185,CHITARAQUE,Municipio,5.984394625,-73.42582375,POINT (-73.42582375 5.984394625)
15,BOYACÁ,15187,CHIVATÁ,Municipio,5.556830465,-73.26061715,POINT (-73.26061715 5.556830465)
15,BOYACÁ,15189,CIÉNEGA,Municipio,5.393059633,-73.28205772,POINT (-73.28205772 5.393059633)
15,BOYACÁ,15204,CÓMBITA,Municipio,5.667822366,-73.32137049,POINT (-73.32137049 5.667822366)
15,BOYACÁ,15212,COPER,Municipio,5.452461072,-74.05996578,POINT (-74.05996578 5.452461072)
15,BOYACÁ,15215,CORRALES,Municipio,5.82454582,-72.84544845,POINT (-72.84544845 5.82454582)
15,BOYACÁ,15218,COVARACHÍA,Municipio,6.519521476,-72.74020421,POINT (-72.74020421 6.519521476)
15,BOYACÁ,15223,CUBARÁ,Municipio,6.886954878,-72.18156285,POINT (-72.18156285 6.886954878)
15,BOYACÁ,15224,CUCAITA,Municipio,5.527104109,-73.44598646,POINT (-73.44598646 5.527104109)
15,BOYACÁ,15226,CUÍTIVA,Municipio,5.58775449,-72.93953686,POINT (-72.93953686 5.58775449)
15,BOYACÁ,15232,CHÍQUIZA,Municipio,5.643075648,-73.44562391,POINT (-73.44562391 5.643075648)
15,BOYACÁ,15236,CHIVOR,Municipio,4.871181606,-73.36142379,POINT (-73.36142379 4.871181606)
15,BOYACÁ,15238,DUITAMA,Municipio,5.890602515,-73.06709484,POINT (-73.06709484 5.890602515)
15,BOYACÁ,15244,EL COCUY,Municipio,6.353363177,-72.41923752,POINT (-72.41923752 6.353363177)
15,BOYACÁ,15248,EL ESPINO,Municipio,6.508240556,-72.48049625,POINT (-72.48049625 6.508240556)
15,BOYACÁ,15272,FIRAVITOBA,Municipio,5.67367659,-73.01983352,POINT (-73.01983352 5.67367659)
15,BOYACÁ,15276,FLORESTA,Municipio,5.85899211,-72.92499827,POINT (-72.92499827 5.85899211)
15,BOYACÁ,15293,GACHANTIVÁ,Municipio,5.744105975,-73.5426552,POINT (-73.5426552 5.744105975)
15,BOYACÁ,15296,GÁMEZA,Municipio,5.799050256,-72.72964765,POINT (-72.72964765 5.799050256)
